13:41:29,641B7F14,openml,5804,36487,optimized,2097152.0,0.8,1.774422,5804,36487,0.8,1.774422,1.774438
13:41:29,641B7F14,openml,5909,36567,optimized,2097152.0,0.8,1.616909,5804,36487,0.8,0.072016,1.688964
13:41:29,641B7F14,openml,5910,36868,optimized,2097152.0,0.79,0.825941,5804,36487,0.8,0.058217,0.884172
13:41:29,641B7F14,openml,5913,43851,optimized,2097152.0,0.71,1.671167,5804,36487,0.8,0.071121,1.742306
13:41:29,641B7F14,openml,5914,44102,optimized,2097152.0,0.7,19.29751,5804,36487,0.8,0.076417,19.373967
13:41:29,641B7F14,openml,5909,47569,optimized,2097152.0,0.8,1.68183,5804,36487,0.8,0.076111,1.757977
13:41:29,641B7F14,openml,5909,47570,optimized,2097152.0,0.8,1.710106,5804,36487,0.8,0.068233,1.778359
13:41:29,641B7F14,openml,5909,47571,optimized,2097152.0,0.8,1.690422,5804,36487,0.8,0.068186,1.75863
13:41:29,641B7F14,openml,5909,47572,optimized,2097152.0,0.8,1.801059,5804,36487,0.8,0.06806,1.869142
13:41:29,641B7F14,openml,5909,47573,optimized,2097152.0,0.8,1.595081,5804,36487,0.8,0.08273,1.677832
13:41:29,641B7F14,openml,5909,47574,optimized,2097152.0,0.8,1.56538,5804,36487,0.8,0.067986,1.633386
13:41:29,641B7F14,openml,5909,47575,optimized,2097152.0,0.8,1.723706,5804,36487,0.8,0.07521,1.798947
13:41:29,641B7F14,openml,5909,47576,optimized,2097152.0,0.8,1.733309,5804,36487,0.8,0.076445,1.809785
13:41:29,641B7F14,openml,6269,182594,optimized,2097152.0,0.8,0.276504,5804,36487,0.8,0.055786,0.332305
13:41:29,641B7F14,openml,6268,184535,optimized,2097152.0,0.82,1.072747,6268,184535,0.82,0.073115,1.145886
13:41:29,641B7F14,openml,6268,215937,optimized,2097152.0,0.81,1.07475,6268,184535,0.82,0.063296,1.138074
13:41:29,641B7F14,openml,6268,215938,optimized,2097152.0,0.81,1.069885,6268,184535,0.82,0.057933,1.127845
13:41:29,641B7F14,openml,5804,216560,optimized,2097152.0,0.78,0.316288,6268,184535,0.82,0.050569,0.366915
13:41:29,641B7F14,openml,5804,216646,optimized,2097152.0,0.8,1.67172,6268,184535,0.82,0.037692,1.709426
13:41:29,641B7F14,openml,5804,216682,optimized,2097152.0,0.79,2.221767,6268,184535,0.82,0.035071,2.256851
13:41:29,641B7F14,openml,5804,216692,optimized,2097152.0,0.81,2.275584,6268,184535,0.82,0.036581,2.31218
13:41:29,641B7F14,openml,5804,216704,optimized,2097152.0,0.79,1.581139,6268,184535,0.82,0.03409,1.61524
13:41:29,641B7F14,openml,5804,216706,optimized,2097152.0,0.79,1.775961,6268,184535,0.82,0.034037,1.810008
13:41:29,641B7F14,openml,5804,216707,optimized,2097152.0,0.79,2.695727,6268,184535,0.82,0.034515,2.730256
13:41:29,641B7F14,openml,5804,216707,optimized,2097152.0,0.79,0.015944,6268,184535,0.82,0.033337,0.049293
13:41:29,641B7F14,openml,5804,216708,optimized,2097152.0,0.8,1.618623,6268,184535,0.82,0.033948,1.652586
13:41:29,641B7F14,openml,5804,216709,optimized,2097152.0,0.79,1.777613,6268,184535,0.82,0.032846,1.81047
13:41:29,641B7F14,openml,5804,216710,optimized,2097152.0,0.78,2.692235,6268,184535,0.82,0.033521,2.725769
13:41:29,641B7F14,openml,5804,216721,optimized,2097152.0,0.8,1.755055,6268,184535,0.82,0.033063,1.788129
13:41:29,641B7F14,openml,5804,216722,optimized,2097152.0,0.8,1.429288,6268,184535,0.82,0.032998,1.462298
13:41:29,641B7F14,openml,5995,216723,optimized,2097152.0,0.72,6.074947,6268,184535,0.82,0.034215,6.109174
13:41:29,641B7F14,openml,5804,216724,optimized,2097152.0,0.79,3.803936,6268,184535,0.82,0.037594,3.841547
13:41:29,641B7F14,openml,5804,217072,optimized,2097152.0,0.8,1.824883,6268,184535,0.82,0.044717,1.869616
13:41:29,641B7F14,openml,5804,217116,optimized,2097152.0,0.78,1.690813,6268,184535,0.82,0.056991,1.747826
13:41:29,641B7F14,openml,5804,220204,optimized,2097152.0,0.78,1.801177,6268,184535,0.82,0.058945,1.860156
13:41:29,641B7F14,openml,6334,298327,optimized,2097152.0,0.8,0.021369,6268,184535,0.82,0.03643,0.057811
13:41:29,641B7F14,openml,6840,1844809,optimized,2097152.0,0.7,0.025821,6268,184535,0.82,0.03928,0.065111
13:41:29,641B7F14,openml,6840,1846935,optimized,2097152.0,0.7,0.017062,6268,184535,0.82,0.035893,0.052965
13:41:29,641B7F14,openml,6840,1846979,optimized,2097152.0,0.7,0.021793,6268,184535,0.82,0.037316,0.059123
13:41:29,641B7F14,openml,6840,1847182,optimized,2097152.0,0.7,0.016788,6268,184535,0.82,0.035824,0.052622
13:41:29,641B7F14,openml,6840,1849492,optimized,2097152.0,0.7,0.017367,6268,184535,0.82,0.035113,0.05249
13:41:29,641B7F14,openml,6840,1852280,optimized,2097152.0,0.7,0.01658,6268,184535,0.82,0.033742,0.050333
