12:50:04,73C9CB83,openml,6969,3833856,optimized,True,1048576.0,0.77,0.344471
12:50:04,73C9CB83,openml,6952,3997696,optimized,True,1048576.0,0.63,0.474664
12:50:04,73C9CB83,openml,6969,3964932,optimized,True,1048576.0,0.77,0.071441
12:50:04,73C9CB83,openml,6969,3964939,optimized,True,1048576.0,0.77,0.069658
12:50:04,73C9CB83,openml,6970,3014668,optimized,True,1048576.0,0.7,0.26653
12:50:04,73C9CB83,openml,6969,3768341,optimized,True,1048576.0,0.73,0.428723
12:50:04,73C9CB83,openml,6969,3964957,optimized,True,1048576.0,0.74,0.327444
12:50:04,73C9CB83,openml,6969,3866659,optimized,True,1048576.0,0.74,0.068038
12:50:04,73C9CB83,openml,6969,3735589,optimized,True,1048576.0,0.77,0.072063
12:50:04,73C9CB83,openml,6952,3997734,optimized,True,1048576.0,0.62,0.522298
12:50:16,3D44B5B2,openml,6969,3833856,baseline,True,1048576.0,0.77,0.356102
12:50:16,3D44B5B2,openml,6952,3997696,baseline,True,1048576.0,0.63,0.471042
12:50:16,3D44B5B2,openml,6969,3964932,baseline,True,1048576.0,0.74,0.535495
12:50:16,3D44B5B2,openml,6969,3964939,baseline,True,1048576.0,0.74,0.387552
12:50:16,3D44B5B2,openml,6970,3014668,baseline,True,1048576.0,0.7,0.267825
12:50:16,3D44B5B2,openml,6969,3768341,baseline,True,1048576.0,0.73,0.398606
12:50:16,3D44B5B2,openml,6969,3964957,baseline,True,1048576.0,0.74,0.361303
12:50:16,3D44B5B2,openml,6969,3866659,baseline,True,1048576.0,0.79,0.521326
12:50:16,3D44B5B2,openml,6969,3735589,baseline,True,1048576.0,0.81,0.484219
12:50:16,3D44B5B2,openml,6952,3997734,baseline,True,1048576.0,0.62,0.528163
12:50:16,3D44B5B2,openml,8890,7897129,baseline,True,1048576.0,0.77,0.405559
12:50:16,3D44B5B2,openml,8890,7864375,baseline,True,1048576.0,0.7,0.196757
12:50:16,3D44B5B2,openml,6970,2818113,baseline,True,1048576.0,0.7,0.821937
12:50:16,3D44B5B2,openml,6840,2097218,baseline,True,1048576.0,0.7,0.029712
12:50:16,3D44B5B2,openml,6840,2162757,baseline,True,1048576.0,0.7,0.028449
12:50:16,3D44B5B2,openml,8890,7864392,baseline,True,1048576.0,0.7,0.368163
12:50:16,3D44B5B2,openml,8890,7929930,baseline,True,1048576.0,0.3,0.305106
12:50:16,3D44B5B2,openml,6969,3735627,baseline,True,1048576.0,0.78,0.389035
12:50:16,3D44B5B2,openml,7707,6717517,baseline,True,1048576.0,0.79,0.425378
12:50:16,3D44B5B2,openml,7707,6717524,baseline,True,1048576.0,0.7,0.373635
12:50:16,3D44B5B2,openml,6840,2064483,baseline,True,1048576.0,0.7,0.029478
12:50:16,3D44B5B2,openml,6840,1900647,baseline,True,1048576.0,0.7,0.029492
12:50:16,3D44B5B2,openml,7707,6717546,baseline,True,1048576.0,0.79,0.407591
12:50:16,3D44B5B2,openml,6969,3801195,baseline,True,1048576.0,0.76,0.636664
12:50:16,3D44B5B2,openml,6970,3965049,baseline,True,1048576.0,0.7,0.630335
12:50:16,3D44B5B2,openml,6969,3965051,baseline,True,1048576.0,0.79,0.515946
12:50:16,3D44B5B2,openml,6952,4096124,baseline,True,1048576.0,0.7,0.580653
12:50:16,3D44B5B2,openml,6969,3735682,baseline,True,1048576.0,0.76,0.571207
12:50:16,3D44B5B2,openml,6969,3801220,baseline,True,1048576.0,0.75,0.532776
12:50:16,3D44B5B2,openml,8890,7897222,baseline,True,1048576.0,0.7,0.304678
12:50:16,3D44B5B2,openml,6969,3833991,baseline,True,1048576.0,0.78,0.467867
12:50:16,3D44B5B2,openml,6969,3965066,baseline,True,1048576.0,0.77,0.387882
12:50:16,3D44B5B2,openml,7707,6815885,baseline,True,1048576.0,0.7,0.474913
12:50:16,3D44B5B2,openml,6970,3997840,baseline,True,1048576.0,0.7,0.53749
12:50:16,3D44B5B2,openml,6952,3997851,baseline,True,1048576.0,0.7,0.209992
12:50:16,3D44B5B2,openml,6969,3899561,baseline,True,1048576.0,0.77,0.482705
12:50:16,3D44B5B2,openml,8890,7897260,baseline,True,1048576.0,0.65,0.442861
12:50:16,3D44B5B2,openml,7707,6815917,baseline,True,1048576.0,0.69,0.548878
12:50:16,3D44B5B2,openml,6970,3965110,baseline,True,1048576.0,0.7,0.5597
12:50:16,3D44B5B2,openml,6952,3997879,baseline,True,1048576.0,0.7,0.359079
12:50:16,3D44B5B2,openml,6969,3768507,baseline,True,1048576.0,0.77,0.459896
12:50:16,3D44B5B2,openml,6840,1900736,baseline,True,1048576.0,0.7,0.027931
12:50:16,3D44B5B2,openml,6969,3965126,baseline,True,1048576.0,0.76,0.461746
12:50:16,3D44B5B2,openml,6969,3965137,baseline,True,1048576.0,0.79,0.50279
12:50:16,3D44B5B2,openml,6969,3866837,baseline,True,1048576.0,0.78,0.543765
12:50:16,3D44B5B2,openml,6969,3932375,baseline,True,1048576.0,0.77,0.344898
12:50:16,3D44B5B2,openml,6970,3997912,baseline,True,1048576.0,0.7,0.514942
12:50:16,3D44B5B2,openml,6970,3997921,baseline,True,1048576.0,0.7,0.739298
12:50:16,3D44B5B2,openml,6840,1868005,baseline,True,1048576.0,0.7,0.027737
12:50:16,3D44B5B2,openml,8890,7897318,baseline,True,1048576.0,0.7,0.239534
12:50:16,3D44B5B2,openml,6970,3997929,baseline,True,1048576.0,0.7,0.524466
12:50:16,3D44B5B2,openml,6970,3997934,baseline,True,1048576.0,0.7,0.326454
12:50:16,3D44B5B2,openml,8890,7930097,baseline,True,1048576.0,0.7,0.330949
12:50:16,3D44B5B2,openml,8890,7864565,baseline,True,1048576.0,0.73,0.46787
12:50:16,3D44B5B2,openml,6969,3801335,baseline,True,1048576.0,0.75,0.411126
12:50:16,3D44B5B2,openml,6969,3965178,baseline,True,1048576.0,0.75,0.453323
12:50:16,3D44B5B2,openml,6952,4096251,baseline,True,1048576.0,0.64,0.511464
12:50:16,3D44B5B2,openml,8890,7864575,baseline,True,1048576.0,0.7,0.272124
12:50:16,3D44B5B2,openml,6969,3735812,baseline,True,1048576.0,0.77,0.459784
12:50:16,3D44B5B2,openml,8890,7930126,baseline,True,1048576.0,0.7,0.142823
12:50:16,3D44B5B2,openml,6969,3965203,baseline,True,1048576.0,0.75,0.371032
12:50:16,3D44B5B2,openml,6840,2195738,baseline,True,1048576.0,0.7,0.028393
12:50:16,3D44B5B2,openml,8330,6914342,baseline,True,1048576.0,0.68,0.375497
12:50:16,3D44B5B2,openml,8918,7962926,baseline,True,1048576.0,0.7,0.340317
12:50:16,3D44B5B2,openml,8890,7897391,baseline,True,1048576.0,0.71,0.380461
12:50:16,3D44B5B2,openml,8890,7897398,baseline,True,1048576.0,0.7,0.283606
