09:06:25,D1CA6EBC,openml,6952,3997696,optimized,True,1048576.0,0.63,0.536873
09:06:25,D1CA6EBC,openml,6970,3014668,optimized,True,1048576.0,0.7,0.274538
09:06:25,D1CA6EBC,openml,6952,3997734,optimized,True,1048576.0,0.62,0.533189
09:06:25,D1CA6EBC,openml,8890,7897129,optimized,True,1048576.0,0,Failed!
09:06:25,D1CA6EBC,openml,8890,7864375,optimized,True,1048576.0,0,Failed!
09:06:25,D1CA6EBC,openml,6970,2818113,optimized,True,1048576.0,0.7,0.753118
09:06:25,D1CA6EBC,openml,6840,2097218,optimized,True,1048576.0,0.7,0.026051
09:06:25,D1CA6EBC,openml,6840,2162757,optimized,True,1048576.0,0.7,0.020852
09:06:25,D1CA6EBC,openml,8890,7864392,optimized,True,1048576.0,0,Failed!
09:06:25,D1CA6EBC,openml,8890,7929930,optimized,True,1048576.0,0,Failed!
09:06:25,D1CA6EBC,openml,7707,6717517,optimized,True,1048576.0,0,Failed!
09:06:25,D1CA6EBC,openml,7707,6717524,optimized,True,1048576.0,0,Failed!
