08:58:26,5E155617,openml,6952,3997696,optimized,True,1048576.0,0.63,0.546595
08:58:26,5E155617,openml,6970,3014668,optimized,True,1048576.0,0.7,0.379189
08:58:26,5E155617,openml,6952,3997734,optimized,True,1048576.0,0.62,0.601601
08:58:26,5E155617,openml,6970,2818113,optimized,True,1048576.0,0.7,0.825409
08:59:00,FAEEF1FE,openml,6952,3997696,optimized,True,1048576.0,0.63,0.560026
08:59:00,FAEEF1FE,openml,6970,3014668,optimized,True,1048576.0,0.7,0.297254
08:59:00,FAEEF1FE,openml,6952,3997734,optimized,True,1048576.0,0.62,0.576643
08:59:00,FAEEF1FE,openml,6970,2818113,optimized,True,1048576.0,0.7,0.913652
08:59:00,FAEEF1FE,openml,6840,2097218,optimized,True,1048576.0,0.7,0.032378
08:59:00,FAEEF1FE,openml,6840,2162757,optimized,True,1048576.0,0.7,0.022088
08:59:00,FAEEF1FE,openml,7707,6717517,optimized,True,1048576.0,0,Failed!
08:59:00,FAEEF1FE,openml,7707,6717524,optimized,True,1048576.0,0,Failed!
08:59:00,FAEEF1FE,openml,6840,2064483,optimized,True,1048576.0,0.7,0.025735
08:59:00,FAEEF1FE,openml,6840,1900647,optimized,True,1048576.0,0.7,0.033392
08:59:00,FAEEF1FE,openml,7707,6717546,optimized,True,1048576.0,0,Failed!
08:59:00,FAEEF1FE,openml,6970,3965049,optimized,True,1048576.0,0,Failed!
08:59:00,FAEEF1FE,openml,6952,4096124,optimized,True,1048576.0,0,Failed!
08:59:00,FAEEF1FE,openml,7707,6815885,optimized,True,1048576.0,0,Failed!
08:59:00,FAEEF1FE,openml,6970,3997840,optimized,True,1048576.0,0,Failed!
