21:10:48,451BCDDC,openml,5804,36487,best_n,0.0,1,1.711054
21:10:48,451BCDDC,openml,5909,36567,best_n,0.0,1,2.089487
21:10:48,451BCDDC,openml,5910,36868,best_n,0.0,0,1.534598
21:10:48,451BCDDC,openml,5913,43851,best_n,0.0,0,4.097322
21:10:48,451BCDDC,openml,5914,44102,best_n,0.0,0,12.040442
21:10:48,451BCDDC,openml,5909,47569,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5909,47570,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5909,47571,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5909,47572,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5909,47573,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5909,47574,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5909,47575,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5909,47576,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,6269,182594,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,6268,184535,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,6268,215937,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,6268,215938,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5804,216560,best_n,0.0,0,Failed!
21:10:48,451BCDDC,openml,5804,216646,best_n,0.0,0,Failed!
