15:18:26,9E767D5D,openml,5804,36487,optimized,1.87169
15:18:26,9E767D5D,openml,5909,36567,optimized,1.853545
15:18:26,9E767D5D,openml,5910,36868,optimized,1.305044
15:18:26,9E767D5D,openml,5913,43851,optimized,2.341641
15:18:26,9E767D5D,openml,5914,44102,optimized,10.617248
15:18:26,9E767D5D,openml,5909,47569,optimized,1.846257
15:18:26,9E767D5D,openml,5909,47570,optimized,1.841894
15:18:26,9E767D5D,openml,5909,47571,optimized,1.838928
15:18:26,9E767D5D,openml,5909,47572,optimized,1.878661
15:18:26,9E767D5D,openml,5909,47573,optimized,1.849113
15:18:26,9E767D5D,openml,5909,47574,optimized,1.857423
15:18:26,9E767D5D,openml,5909,47575,optimized,1.830661
15:18:26,9E767D5D,openml,5909,47576,optimized,1.715418
15:18:26,9E767D5D,openml,6269,182594,optimized,0.253663
15:18:26,9E767D5D,openml,6268,184535,optimized,1.037946
15:18:26,9E767D5D,openml,6268,215937,optimized,1.088892
15:18:26,9E767D5D,openml,6268,215938,optimized,1.000116
15:18:26,9E767D5D,openml,5804,216560,optimized,0.363563
15:18:26,9E767D5D,openml,5804,216646,optimized,1.601434
15:18:26,9E767D5D,openml,5804,216682,optimized,2.064552
15:19:15,17CBF7F7,openml,5804,36487,baseline,1.688445
15:19:15,17CBF7F7,openml,5909,36567,baseline,3.337678
15:19:15,17CBF7F7,openml,5910,36868,baseline,2.315115
15:19:15,17CBF7F7,openml,5913,43851,baseline,4.229785
15:19:15,17CBF7F7,openml,5914,44102,baseline,12.51375
15:19:15,17CBF7F7,openml,5909,47569,baseline,3.331519
15:19:15,17CBF7F7,openml,5909,47570,baseline,3.366692
15:19:15,17CBF7F7,openml,5909,47571,baseline,3.341134
15:19:15,17CBF7F7,openml,5909,47572,baseline,3.373484
15:19:15,17CBF7F7,openml,5909,47573,baseline,3.330566
15:19:15,17CBF7F7,openml,5909,47574,baseline,3.268889
15:19:15,17CBF7F7,openml,5909,47575,baseline,3.341786
15:19:15,17CBF7F7,openml,5909,47576,baseline,3.144188
15:19:15,17CBF7F7,openml,6269,182594,baseline,0.491462
15:19:15,17CBF7F7,openml,6268,184535,baseline,1.868379
15:19:15,17CBF7F7,openml,6268,215937,baseline,2.071762
15:19:15,17CBF7F7,openml,6268,215938,baseline,2.269476
15:19:15,17CBF7F7,openml,5804,216560,baseline,0.679119
15:19:15,17CBF7F7,openml,5804,216646,baseline,3.280677
15:19:15,17CBF7F7,openml,5804,216682,baseline,4.177848
