105FC0F7,500,0.001798,0.010261
105FC0F7,1000,0.002147,0.015564
105FC0F7,1500,0.002423,0.013361
105FC0F7,2000,0.001953,0.011696
105FC0F7,2500,0.000864,0.003158
105FC0F7,3000,0.001893,0.013056
105FC0F7,3500,0.001959,0.011615
105FC0F7,4000,0.002265,0.010774
105FC0F7,4500,0.002125,0.010067
105FC0F7,5000,0.002471,0.01527
105FC0F7,5500,0.002856,0.022001
105FC0F7,6000,0.002371,0.014613
105FC0F7,6500,0.00724,0.118704
105FC0F7,7000,0.002339,0.012813
105FC0F7,7500,0.002097,0.013204
105FC0F7,8000,0.00384,0.031902
105FC0F7,8500,0.002009,0.010408
105FC0F7,9000,0.00203,0.01351
105FC0F7,9500,0.001637,0.009194
105FC0F7,10000,0.004585,0.020777
105FC0F7,10500,0.004302,0.034861
105FC0F7,11000,0.001676,0.010932
105FC0F7,11500,0.000897,0.004068
105FC0F7,12000,0.002075,0.01432
105FC0F7,12500,0.002152,0.009713
105FC0F7,13000,0.003379,0.026168
105FC0F7,13500,0.002123,0.014697
105FC0F7,14000,0.002049,0.013253
105FC0F7,14500,0.004457,0.039824
105FC0F7,15000,0.004538,0.038255
105FC0F7,15500,0.001243,0.004952
105FC0F7,16000,0.001201,0.004072
105FC0F7,16500,0.003396,0.027104
105FC0F7,17000,0.004925,0.028931
105FC0F7,17500,0.002283,0.013333
105FC0F7,18000,0.004587,0.039318
105FC0F7,18500,0.002554,0.017598
105FC0F7,19000,0.002473,0.014462
105FC0F7,19500,0.00279,0.020628
105FC0F7,20000,0.00219,0.013638
F6B4F0E2,500,0.001515,0.007208
F6B4F0E2,1000,0.001253,0.005918
F6B4F0E2,1500,0.000609,0.00192
F6B4F0E2,2000,0.002548,0.009212
F6B4F0E2,2500,0.001467,0.005599
F6B4F0E2,3000,0.000996,0.003433
F6B4F0E2,3500,0.001131,0.004164
F6B4F0E2,4000,0.001625,0.009871
F6B4F0E2,4500,0.006668,0.092464
F6B4F0E2,5000,0.001804,0.00722
F6B4F0E2,5500,0.001171,0.004443
F6B4F0E2,6000,0.010268,0.202316
F6B4F0E2,6500,0.001614,0.008305
F6B4F0E2,7000,0.001216,0.005607
F6B4F0E2,7500,0.001213,0.003476
F6B4F0E2,8000,0.001033,0.005161
F6B4F0E2,8500,0.002035,0.00936
F6B4F0E2,9000,0.008875,0.14477
F6B4F0E2,9500,0.002276,0.013494
F6B4F0E2,10000,0.000897,0.003134
F6B4F0E2,10500,0.006497,0.088236
F6B4F0E2,11000,0.011073,0.973996
F6B4F0E2,11500,0.00642,0.087064
F6B4F0E2,12000,0.012931,0.332072
F6B4F0E2,12500,0.002608,0.018515
F6B4F0E2,13000,0.000763,0.00326
F6B4F0E2,13500,0.001439,0.006506
F6B4F0E2,14000,0.002532,0.016699
F6B4F0E2,14500,0.002767,0.018998
F6B4F0E2,15000,0.001584,0.008842
F6B4F0E2,15500,0.001034,0.004377
F6B4F0E2,16000,0.005322,0.06423
F6B4F0E2,16500,0.003809,0.0367
F6B4F0E2,17000,0.001327,0.006177
F6B4F0E2,17500,0.001633,0.007329
F6B4F0E2,18000,0.001029,0.004892
F6B4F0E2,18500,0.0021,0.010559
F6B4F0E2,19000,0.001607,0.006719
F6B4F0E2,19500,0.015302,0.390644
F6B4F0E2,20000,0.007545,0.103497
145F9727,500,0.001764,0.009291
145F9727,1000,0.001557,0.007407
145F9727,1500,0.001591,0.007917
145F9727,2000,0.000875,0.003446
145F9727,2500,0.001428,0.006545
145F9727,3000,0.00507,0.038418
145F9727,3500,0.004378,0.043866
145F9727,4000,0.00413,0.04037
145F9727,4500,0.000886,0.003385
145F9727,5000,0.002802,0.011835
145F9727,5500,0.001337,0.006593
145F9727,6000,0.001181,0.006045
145F9727,6500,0.001578,0.007789
145F9727,7000,0.004493,0.043913
145F9727,7500,0.005658,0.053648
145F9727,8000,0.001339,0.005716
145F9727,8500,0.001104,0.004958
145F9727,9000,0.001818,0.008789
145F9727,9500,0.005947,0.05183
145F9727,10000,0.0026,0.007599
145F9727,10500,0.001141,0.004898
145F9727,11000,0.001922,0.010287
145F9727,11500,0.007055,0.081434
145F9727,12000,0.001622,0.008774
145F9727,12500,0.001114,0.004297
145F9727,13000,0.001362,0.006723
145F9727,13500,0.004578,0.047365
145F9727,14000,0.010884,0.166367
145F9727,14500,0.004253,0.046051
145F9727,15000,0.003955,0.033149
145F9727,15500,0.002805,0.01888
145F9727,16000,0.004528,0.047099
145F9727,16500,0.001317,0.004193
145F9727,17000,0.001924,0.009288
145F9727,17500,0.001434,0.007204
145F9727,18000,0.00118,0.005495
145F9727,18500,0.001613,0.009253
145F9727,19000,0.004875,0.045983
145F9727,19500,0.001181,0.005166
145F9727,20000,0.652112,0.046523
