AA40166C,500,0.001514,0.006805
AA40166C,1000,0.002013,0.010575
AA40166C,1500,0.002077,0.011
AA40166C,2000,0.002445,0.012136
AA40166C,2500,0.00625,0.047115
AA40166C,3000,0.002841,0.0161
AA40166C,3500,0.003608,0.014649
AA40166C,4000,0.004323,0.02844
AA40166C,4500,0.002051,0.011319
AA40166C,5000,0.002285,0.01188
AA40166C,5500,0.007598,0.095218
AA40166C,6000,0.002789,0.017701
AA40166C,6500,0.002858,0.017841
AA40166C,7000,0.004153,0.033414
AA40166C,7500,0.002339,0.016909
AA40166C,8000,0.002814,0.019852
AA40166C,8500,0.002863,0.019459
AA40166C,9000,0.004275,0.02951
AA40166C,9500,0.003956,0.031564
AA40166C,10000,0.004211,0.033583
AA40166C,10500,0.004537,0.038085
AA40166C,11000,0.008571,0.097376
AA40166C,11500,0.006499,0.066058
AA40166C,12000,0.002275,0.013319
AA40166C,12500,0.008563,0.061331
AA40166C,13000,0.003396,0.025883
AA40166C,13500,0.003401,0.021896
AA40166C,14000,0.009178,0.123324
AA40166C,14500,0.006787,0.055561
AA40166C,15000,0.002817,0.0185
AA40166C,15500,0.004626,0.0363
AA40166C,16000,0.007897,0.101667
AA40166C,16500,0.008238,0.096943
AA40166C,17000,0.008508,0.090556
AA40166C,17500,0.002951,0.017484
AA40166C,18000,0.009231,0.13054
AA40166C,18500,0.003065,0.018071
AA40166C,19000,0.00708,0.048651
AA40166C,19500,0.00909,0.081203
AA40166C,20000,0.011304,0.17977
