FE850D8D,0.001122,0.006122
FE850D8D,0.001486,0.00817
FE850D8D,0.001434,0.007855
FE850D8D,0.001624,0.009302
FE850D8D,0.001465,0.006918
FE850D8D,0.001382,0.007913
FE850D8D,0.00191,0.008228
FE850D8D,0.001387,0.008147
FE850D8D,0.001453,0.007209
FE850D8D,0.001536,0.010602
FE850D8D,0.001504,0.01073
FE850D8D,0.00143,0.008868
FE850D8D,0.00143,0.008599
FE850D8D,0.001657,0.010379
FE850D8D,0.001477,0.009017
FE850D8D,0.001835,0.00807
FE850D8D,0.001621,0.01085
FE850D8D,0.00164,0.009904
FE850D8D,0.001795,0.012628
FE850D8D,0.001751,0.013904
FE850D8D,0.001583,0.008589
FE850D8D,0.001205,0.008433
FE850D8D,0.001568,0.007411
FE850D8D,0.001662,0.012535
FE850D8D,0.001983,0.012731
FE850D8D,0.001553,0.008461
FE850D8D,0.001161,0.007862
FE850D8D,0.001747,0.011444
FE850D8D,0.001618,0.010154
FE850D8D,0.001819,0.010522
FE850D8D,0.001648,0.008743
FE850D8D,0.002167,0.013104
FE850D8D,0.001621,0.010359
FE850D8D,0.001828,0.01099
FE850D8D,0.001624,0.010737
FE850D8D,0.00176,0.010512
FE850D8D,0.001827,0.010988
FE850D8D,0.001831,0.014109
FE850D8D,0.001593,0.011724
FE850D8D,0.001734,0.010241
FE850D8D,0.00162,0.01291
FE850D8D,0.001846,0.009471
FE850D8D,0.002069,0.013753
FE850D8D,0.001637,0.009653
FE850D8D,0.001755,0.012017
FE850D8D,0.002098,0.013174
FE850D8D,0.001889,0.012187
FE850D8D,0.001903,0.011891
FE850D8D,0.001784,0.013069
FE850D8D,0.001732,0.010447
FE850D8D,0.001756,0.010356
FE850D8D,0.001668,0.012317
FE850D8D,0.001611,0.010297
FE850D8D,0.002009,0.014484
FE850D8D,0.00181,0.012582
FE850D8D,0.002059,0.012397
FE850D8D,0.001861,0.013331
FE850D8D,0.002123,0.014075
FE850D8D,0.002466,0.013363
FE850D8D,0.001821,0.012602
FE850D8D,0.00163,0.011966
FE850D8D,0.001899,0.011957
FE850D8D,0.001792,0.013934
FE850D8D,0.001726,0.013275
FE850D8D,0.001414,0.007584
FE850D8D,0.001997,0.012237
FE850D8D,0.001861,0.014687
FE850D8D,0.001819,0.010732
FE850D8D,0.001625,0.010429
FE850D8D,0.002214,0.01474
FE850D8D,0.002092,0.013256
FE850D8D,0.001993,0.012217
FE850D8D,0.001721,0.010557
FE850D8D,0.002004,0.013135
FE850D8D,0.001413,0.010241
FE850D8D,0.0014,0.008606
FE850D8D,0.001758,0.01124
FE850D8D,0.001611,0.011022
FE850D8D,0.001752,0.011143
FE850D8D,0.002117,0.014187
FE850D8D,0.001692,0.010975
FE850D8D,0.001711,0.010072
FE850D8D,0.001887,0.011112
FE850D8D,0.001669,0.010989
FE850D8D,0.001643,0.012335
FE850D8D,0.001784,0.010794
FE850D8D,0.00179,0.013527
FE850D8D,0.001941,0.012184
FE850D8D,0.002002,0.014293
FE850D8D,0.001846,0.012885
FE850D8D,0.002129,0.014538
