A7E91CA3,1000,0.001284,0.007014
A7E91CA3,2000,0.005922,0.067386
A7E91CA3,3000,0.003206,0.022768
A7E91CA3,4000,0.002549,0.012658
A7E91CA3,5000,0.005291,0.05989
A7E91CA3,6000,0.003871,0.099002
A7E91CA3,7000,0.006111,0.080004
A7E91CA3,8000,0.005548,0.070072
A7E91CA3,9000,0.003349,0.024809
A7E91CA3,10000,0.005485,0.05425
A7E91CA3,11000,0.003265,0.02658
A7E91CA3,12000,0.005122,0.124609
A7E91CA3,13000,0.004635,0.028124
A7E91CA3,14000,0.003528,0.027825
A7E91CA3,15000,0.003524,0.033115
A7E91CA3,16000,0.008753,0.147072
A7E91CA3,17000,0.006379,0.072362
A7E91CA3,18000,0.013254,0.358305
A7E91CA3,19000,0.122989,0.275264
A7E91CA3,20000,0.005954,0.077944
A7E91CA3,21000,0.012708,0.320202
A7E91CA3,22000,0.014832,0.401634
A7E91CA3,23000,0.004394,0.042901
A7E91CA3,24000,0.007494,0.110755
A7E91CA3,25000,0.005255,0.064192
A7E91CA3,26000,0.009333,0.250744
A7E91CA3,27000,0.013236,0.371616
A7E91CA3,28000,0.010562,0.21711
A7E91CA3,29000,0.01016,0.163771
A7E91CA3,30000,0.009431,0.191162
A7E91CA3,31000,0.013052,0.347714
A7E91CA3,32000,0.013196,0.324004
A7E91CA3,33000,0.01531,0.401432
A7E91CA3,34000,0.004633,0.027655
A7E91CA3,35000,0.015964,0.6793
A7E91CA3,36000,0.008869,0.121909
A7E91CA3,37000,0.019345,0.755724
A7E91CA3,38000,0.009725,0.148048
A7E91CA3,39000,0.015348,0.419939
A7E91CA3,40000,0.005825,0.080684
A7E91CA3,41000,0.022723,0.881024
A7E91CA3,42000,0.006369,0.078889
A7E91CA3,43000,0.021395,0.922882
A7E91CA3,44000,0.014668,0.445167
A7E91CA3,45000,0.011811,0.279871
A7E91CA3,46000,0.023326,1.006162
A7E91CA3,47000,0.029794,1.781725
A7E91CA3,48000,0.01027,0.204926
A7E91CA3,49000,0.011793,0.276622
A7E91CA3,50000,0.008716,0.1422
A7E91CA3,51000,0.02384,1.244794
A7E91CA3,52000,0.004788,0.041896
A7E91CA3,53000,0.012321,0.317344
A7E91CA3,54000,0.020136,0.6845
A7E91CA3,55000,0.01417,0.322146
A7E91CA3,56000,0.010875,0.137708
A7E91CA3,57000,0.016808,0.551879
A7E91CA3,58000,0.028791,1.469214
A7E91CA3,59000,0.006522,0.085717
A7E91CA3,60000,0.019869,0.645225
A7E91CA3,61000,0.019322,0.699804
A7E91CA3,62000,0.003077,0.026674
A7E91CA3,63000,0.020828,0.729061
A7E91CA3,64000,0.013445,0.356943
A7E91CA3,65000,0.015054,0.423471
A7E91CA3,66000,0.017617,0.577886
A7E91CA3,67000,0.028947,1.382835
A7E91CA3,68000,0.015121,0.40612
A7E91CA3,69000,0.00547,0.078532
A7E91CA3,70000,0.017938,0.684755
A7E91CA3,71000,0.017055,0.595288
A7E91CA3,72000,0.022419,0.959109
A7E91CA3,73000,0.017984,0.772299
A7E91CA3,74000,0.022525,0.963747
A7E91CA3,75000,0.007339,0.117101
A7E91CA3,76000,0.009127,0.163385
A7E91CA3,77000,0.016607,0.518939
A7E91CA3,78000,0.028888,1.59531
A7E91CA3,79000,0.024786,1.177778
A7E91CA3,80000,0.027472,1.318369
A7E91CA3,81000,0.013501,0.346874
A7E91CA3,82000,0.005599,0.07836
A7E91CA3,83000,0.028102,1.301855
A7E91CA3,84000,0.031392,2.025231
A7E91CA3,85000,0.013692,0.335407
A7E91CA3,86000,0.006356,0.088321
A7E91CA3,87000,0.030681,1.790218
A7E91CA3,88000,0.024951,1.231479
A7E91CA3,89000,0.011254,0.196496
A7E91CA3,90000,0.023903,0.908841
A7E91CA3,91000,0.017247,0.557838
A7E91CA3,92000,0.030567,1.622832
A7E91CA3,93000,0.038979,2.695457
A7E91CA3,94000,0.021415,0.654838
A7E91CA3,95000,0.013289,0.351375
A7E91CA3,96000,0.018641,0.725957
A7E91CA3,97000,0.028435,1.506786
A7E91CA3,98000,0.016477,0.839855
A7E91CA3,99000,0.013045,0.304093
A7E91CA3,100000,0.010443,0.176116
FCFDC811,1000,0.000755,0.002904
FCFDC811,2000,0.001376,0.005388
FCFDC811,3000,0.001159,0.005258
FCFDC811,4000,0.001131,0.004741
FCFDC811,5000,0.002128,0.013232
FCFDC811,6000,0.002153,0.013399
FCFDC811,7000,0.002472,0.016568
FCFDC811,8000,0.002549,0.014303
FCFDC811,9000,0.001256,0.004929
FCFDC811,10000,0.001313,0.005562
FCFDC811,11000,0.004047,0.039727
