E080AE48,1,5,1.7e-05,0.000442,0.001019
E080AE48,2,2,7e-06,0.000239,0.000807
E080AE48,3,2,7e-06,0.00024,0.000771
E080AE48,4,4,7e-06,0.000431,0.001452
E080AE48,5,4,7e-06,0.000421,0.001386
E080AE48,6,4,6e-06,0.000432,0.001363
E080AE48,7,2,6e-06,0.00024,0.000726
E080AE48,8,4,6e-06,0.000445,0.00147
E080AE48,9,5,6e-06,0.000239,0.000775
E080AE48,10,2,7e-06,0.000237,0.000712
E080AE48,11,4,6e-06,0.000422,0.001387
E080AE48,12,5,6e-06,0.000252,0.000797
E080AE48,13,2,7e-06,0.00025,0.002588
E080AE48,14,4,7e-06,0.000487,0.00148
E080AE48,15,4,7e-06,0.000457,0.001506
E080AE48,16,2,7e-06,0.000253,0.00081
E080AE48,17,4,7e-06,0.000457,0.001584
E080AE48,18,4,6e-06,0.000461,0.001493
E080AE48,19,2,7e-06,0.000255,0.000851
E080AE48,20,4,8e-06,0.000481,0.001523
E080AE48,21,4,7e-06,0.000432,0.001635
E080AE48,22,2,8e-06,0.000277,0.000815
E080AE48,23,2,7e-06,0.000245,0.000781
E080AE48,24,4,7e-06,0.000424,0.001389
E080AE48,25,2,7e-06,0.00024,0.000725
E080AE48,26,3,7e-06,0.000252,0.000865
E080AE48,27,3,6e-06,0.000241,0.00078
E080AE48,28,4,6e-06,0.000429,0.001341
E080AE48,29,4,6e-06,0.000436,0.001452
E080AE48,30,4,5e-06,0.000471,0.001839
E080AE48,31,4,8e-06,0.000467,0.001454
E080AE48,32,4,7e-06,0.000431,0.001442
E080AE48,33,4,6e-06,0.000432,0.001386
E080AE48,34,64,7e-06,0.000299,0.000867
E080AE48,35,4,8e-06,0.000432,0.001383
E080AE48,36,4,7e-06,0.000436,0.001375
E080AE48,37,4,6e-06,0.000426,0.001503
E080AE48,38,4,7e-06,0.00043,0.001494
E080AE48,39,4,6e-06,0.000442,0.00138
E080AE48,40,4,6e-06,0.000437,0.001365
E080AE48,41,2,6e-06,0.000243,0.000884
E080AE48,42,2,7e-06,0.000245,0.000778
E080AE48,43,2,7e-06,0.000241,0.000769
E080AE48,44,2,7e-06,0.000236,0.000768
E080AE48,45,2,6e-06,0.000238,0.00072
E080AE48,46,2,7e-06,0.000242,0.000791
E080AE48,47,2,7e-06,0.000237,0.000932
E080AE48,48,4,7e-06,0.000442,0.001385
E080AE48,49,4,6e-06,0.000243,0.000729
E080AE48,50,64,7e-06,0.000329,0.000841
E080AE48,51,2,7e-06,0.000238,0.000759
E080AE48,52,2,6e-06,0.000238,0.000864
E080AE48,53,4,7e-06,0.000425,0.001408
E080AE48,54,4,7e-06,0.000425,0.001379
E080AE48,55,4,6e-06,0.000424,0.001438
E080AE48,56,2,6e-06,0.00024,0.000902
E080AE48,57,4,7e-06,0.000425,0.001401
E080AE48,58,2,7e-06,0.000238,0.000718
E080AE48,59,64,6e-06,0.000294,0.000772
E080AE48,60,4,6e-06,0.000428,0.001536
E080AE48,61,4,7e-06,0.000491,0.001542
E080AE48,62,4,7e-06,0.000424,0.001326
E080AE48,63,4,7e-06,0.000428,0.001347
E080AE48,64,4,7e-06,0.000426,0.001579
E080AE48,65,4,6e-06,0.000426,0.001305
E080AE48,66,2,7e-06,0.000238,0.000766
E080AE48,67,2,7e-06,0.00024,0.000785
E080AE48,68,2,7e-06,0.000238,0.00078
E080AE48,69,2,6e-06,0.000235,0.00086
E080AE48,70,2,6e-06,0.000238,0.000714
E080AE48,71,4,6e-06,0.000428,0.001351
E080AE48,72,4,7e-06,0.000429,0.001331
E080AE48,73,2,6e-06,0.000242,0.000783
E080AE48,74,4,6e-06,0.000427,0.001473
E080AE48,75,4,7e-06,0.000424,0.001312
E080AE48,76,4,7e-06,0.000427,0.001417
E080AE48,77,4,7e-06,0.000429,0.001543
E080AE48,78,2,7e-06,0.000237,0.000715
E080AE48,79,2,7e-06,0.000236,0.000758
E080AE48,80,4,6e-06,0.00042,0.001318
E080AE48,81,2,7e-06,0.000238,0.000723
E080AE48,82,4,6e-06,0.000474,0.001697
E080AE48,83,4,8e-06,0.000434,0.001342
E080AE48,84,4,6e-06,0.000428,0.001324
E080AE48,85,2,7e-06,0.000238,0.000724
E080AE48,86,4,6e-06,0.000431,0.001584
E080AE48,87,4,7e-06,0.000427,0.001347
E080AE48,88,3,6e-06,0.000247,0.000716
E080AE48,89,2,6e-06,0.000238,0.000715
E080AE48,90,2,6e-06,0.000238,0.000787
E080AE48,91,4,6e-06,0.000425,0.001548
E080AE48,92,4,6e-06,0.000424,0.001311
E080AE48,93,4,6e-06,0.000443,0.001341
E080AE48,94,2,6e-06,0.00025,0.000782
E080AE48,95,2,7e-06,0.000241,0.000775
E080AE48,96,4,6e-06,0.000429,0.001599
E080AE48,97,4,6e-06,0.000432,0.001432
E080AE48,98,4,7e-06,0.000424,0.001347
E080AE48,99,4,6e-06,0.000425,0.001325
E080AE48,100,2,5e-06,0.000145,0.000436
90A3BEAA,1,5,2.1e-05,0.000293,0.000837
90A3BEAA,2,2,8e-06,0.000214,0.000635
90A3BEAA,3,2,6e-06,0.000203,0.000606
90A3BEAA,4,4,6e-06,0.000344,0.001231
90A3BEAA,5,4,5e-06,0.000305,0.000939
90A3BEAA,6,4,6e-06,0.000298,0.00082
90A3BEAA,7,2,5e-06,0.000161,0.000454
90A3BEAA,8,4,5e-06,0.000252,0.000837
90A3BEAA,9,5,4e-06,0.000146,0.00044
90A3BEAA,10,2,5e-06,0.000144,0.000414
90A3BEAA,11,4,1.5e-05,0.000353,0.000889
90A3BEAA,12,5,5e-06,0.00015,0.000442
90A3BEAA,13,2,5e-06,0.000146,0.000519
90A3BEAA,14,4,4e-06,0.000251,0.000772
90A3BEAA,15,4,5e-06,0.000251,0.000785
90A3BEAA,16,2,4e-06,0.000145,0.000555
90A3BEAA,17,4,5e-06,0.000254,0.000942
90A3BEAA,18,4,5e-06,0.000256,0.000822
90A3BEAA,19,2,5e-06,0.000171,0.000471
90A3BEAA,20,4,4e-06,0.000247,0.000779
90A3BEAA,21,4,5e-06,0.000248,0.000923
90A3BEAA,22,2,5e-06,0.000156,0.000462
90A3BEAA,23,2,5e-06,0.000154,0.000476
90A3BEAA,24,4,4e-06,0.000249,0.000798
90A3BEAA,25,2,5e-06,0.000145,0.000457
90A3BEAA,26,3,5e-06,0.00016,0.000634
90A3BEAA,27,3,4e-06,0.000199,0.000486
90A3BEAA,28,4,5e-06,0.000294,0.000883
90A3BEAA,29,4,5e-06,0.000257,0.000894
90A3BEAA,30,4,4e-06,0.000325,0.000987
90A3BEAA,31,4,5e-06,0.000256,0.000922
90A3BEAA,32,4,5e-06,0.000258,0.000872
90A3BEAA,33,4,4e-06,0.00028,0.001071
90A3BEAA,34,64,1e-05,0.000264,0.000583
90A3BEAA,35,4,8e-06,0.000251,0.000778
90A3BEAA,36,4,4e-06,0.000259,0.000789
90A3BEAA,37,4,5e-06,0.000258,0.000886
90A3BEAA,38,4,5e-06,0.000256,0.000777
90A3BEAA,39,4,4e-06,0.000283,0.000811
90A3BEAA,40,4,5e-06,0.000267,0.000777
