A28FE857,1,2737,0.001207,0.004657
A28FE857,2,3014,0.002072,0.012141
A28FE857,3,1523,0.002217,0.0113
A28FE857,4,2385,0.001931,0.009086
A28FE857,5,3344,0.00192,0.010683
A28FE857,6,3003,0.001847,0.008549
A28FE857,7,1987,0.001987,0.007215
A28FE857,8,3203,0.00146,0.008675
A28FE857,9,3128,0.001493,0.005666
A28FE857,10,3741,0.001895,0.011478
A28FE857,11,1862,0.001849,0.008737
A28FE857,12,3043,0.002488,0.006318
A28FE857,13,1214,0.001475,0.006391
A28FE857,14,2602,0.001659,0.008375
A28FE857,15,2885,0.002769,0.813487
A28FE857,16,1624,0.001214,0.004636
A28FE857,17,1333,0.001625,0.009586
A28FE857,18,3596,0.003776,0.036742
A28FE857,19,2201,0.00132,0.007868
A28FE857,20,3589,0.001241,0.006489
A28FE857,21,2440,0.002037,0.011008
A28FE857,22,2787,0.002533,0.018287
A28FE857,23,730,0.001541,0.007706
A28FE857,24,3855,0.003059,0.017069
A28FE857,25,1975,0.001285,0.005787
A28FE857,26,1086,0.00101,0.003182
A28FE857,27,2667,0.001755,0.008358
A28FE857,28,1842,0.001156,0.003054
A28FE857,29,1287,0.000983,0.003232
A28FE857,30,3137,0.002827,0.021982
A28FE857,31,1700,0.004576,0.04763
A28FE857,32,823,0.001171,0.00498
A28FE857,33,1206,0.000774,0.002768
A28FE857,34,3174,0.001635,0.007957
A28FE857,35,2221,0.001793,0.008295
A28FE857,36,3238,0.002817,0.021581
A28FE857,37,1481,0.001789,0.007051
A28FE857,38,932,0.001479,0.006227
A28FE857,39,2290,0.005703,0.037302
A28FE857,40,1154,0.001582,0.007647
A28FE857,41,3817,0.002261,0.015204
A28FE857,42,841,0.000919,0.002942
A28FE857,43,1041,0.001727,0.009274
A28FE857,44,2013,0.001748,0.009498
A28FE857,45,3446,0.001076,0.004477
A28FE857,46,3586,0.002016,0.013425
A28FE857,47,3141,0.002538,0.017891
A28FE857,48,1011,0.00116,0.004343
A28FE857,49,2389,0.001113,0.004205
A28FE857,50,2582,0.002045,0.011597
A28FE857,51,3825,0.001324,0.005644
A28FE857,52,629,0.002033,0.012161
A28FE857,53,1660,0.001185,0.006045
A28FE857,54,3314,0.003148,0.025535
