42683D91,0,0.001249,0.004636
42683D91,1,0.001947,0.009706
42683D91,2,0.00188,0.010339
42683D91,3,0.001955,0.010343
42683D91,4,0.001832,0.00982
42683D91,5,0.001561,0.011483
42683D91,6,0.001868,0.008784
42683D91,7,0.001685,0.007497
42683D91,8,0.001458,0.006598
42683D91,9,0.001979,0.011561
42683D91,10,0.001747,0.007942
42683D91,11,0.001518,0.006687
42683D91,12,0.001441,0.00562
42683D91,13,0.00173,0.008424
42683D91,14,0.002868,0.019309
42683D91,15,0.001339,0.005609
42683D91,16,0.002193,0.009701
42683D91,17,0.004195,0.029347
42683D91,18,0.001363,0.004874
42683D91,19,0.001372,0.006896
42683D91,20,0.002257,0.010372
42683D91,21,0.004821,0.026602
42683D91,22,0.001529,0.008181
42683D91,23,0.003098,0.017924
42683D91,24,0.001329,0.006873
42683D91,25,0.000864,0.003419
42683D91,26,0.001877,0.008619
42683D91,27,0.00091,0.003419
42683D91,28,0.001029,0.003566
42683D91,29,0.002796,0.023744
42683D91,30,0.008252,0.067848
42683D91,31,0.001251,0.004841
42683D91,32,0.014019,0.026575
42683D91,33,0.00141,0.007905
42683D91,34,0.00165,0.009405
42683D91,35,0.003013,0.022647
42683D91,36,0.0024,0.009448
42683D91,37,0.00149,0.008675
42683D91,38,0.005239,0.045968
42683D91,39,0.001689,0.010913
42683D91,40,0.002317,0.012763
42683D91,41,0.000801,0.002815
42683D91,42,0.001781,0.010334
42683D91,43,0.001902,0.008328
42683D91,44,0.001156,0.003983
42683D91,45,0.002156,0.010795
42683D91,46,0.002832,0.023309
42683D91,47,0.001054,0.004782
42683D91,48,0.001332,0.004323
42683D91,49,0.002068,0.01415
42683D91,50,0.001708,0.008101
42683D91,51,0.001732,0.00955
42683D91,52,0.001227,0.007297
42683D91,53,0.003096,0.025043
42683D91,54,0.001757,0.009963
42683D91,55,0.001452,0.006484
42683D91,56,0.001743,0.008191
42683D91,57,0.004957,0.045995
42683D91,58,0.002483,0.007355
42683D91,59,0.001539,0.004694
42683D91,60,0.001295,0.006315
42683D91,61,0.002099,0.011473
42683D91,62,0.004291,0.045378
42683D91,63,0.001437,0.005278
42683D91,64,0.001955,0.015293
42683D91,65,0.002556,0.016925
42683D91,66,0.00118,0.004618
42683D91,67,0.001266,0.006011
42683D91,68,0.000697,0.002422
42683D91,69,0.003669,0.016376
42683D91,70,0.001384,0.008192
42683D91,71,0.000585,0.001881
42683D91,72,0.001441,0.006277
42683D91,73,0.00258,0.015294
42683D91,74,0.002025,0.010687
42683D91,75,0.003421,0.02554
42683D91,76,0.00411,0.039574
42683D91,77,0.002009,0.012007
42683D91,78,0.002648,0.02098
42683D91,79,0.000854,0.003752
42683D91,80,0.000874,0.00253
42683D91,81,0.002874,0.010506
42683D91,82,0.002895,0.027414
42683D91,83,0.001689,0.008674
42683D91,84,0.001467,0.006895
42683D91,85,0.001926,0.008376
42683D91,86,0.002096,0.011661
42683D91,87,0.001412,0.007526
42683D91,88,0.001129,0.003331
42683D91,89,0.000802,0.003083
42683D91,90,0.001725,0.01062
42683D91,91,0.001469,0.006162
42683D91,92,0.001202,0.005416
42683D91,93,0.001496,0.00687
42683D91,94,0.002121,0.009977
42683D91,95,0.00323,0.026061
42683D91,96,0.00187,0.009584
42683D91,97,0.001034,0.005823
42683D91,98,0.00238,0.013123
42683D91,99,0.001937,0.011658
