3F236D33,0,2737,0.001231,0.007345
3F236D33,1,3014,0.001851,0.01142
3F236D33,2,1523,0.001979,0.012807
3F236D33,3,2385,0.002096,0.010825
3F236D33,4,3344,0.00223,0.011184
3F236D33,5,3003,0.001702,0.009691
3F236D33,6,1987,0.001565,0.007623
3F236D33,7,3203,0.001726,0.006925
3F236D33,8,3128,0.001546,0.005786
3F236D33,9,3741,0.002115,0.014022
3F236D33,10,1862,0.00196,0.008596
3F236D33,11,3043,0.001439,0.007899
3F236D33,12,1214,0.001608,0.006929
3F236D33,13,2602,0.001536,0.007846
3F236D33,14,2885,0.002641,0.014801
3F236D33,15,1624,0.001189,0.004153
3F236D33,16,1333,0.001712,0.008877
3F236D33,17,3596,0.003468,0.027757
3F236D33,18,2201,0.001322,0.005626
3F236D33,19,3589,0.001278,0.00626
3F236D33,20,2440,0.002019,0.011195
3F236D33,21,2787,0.002614,0.016711
3F236D33,22,730,0.001386,0.007197
3F236D33,23,3855,0.002807,0.017892
3F236D33,24,1975,0.001411,0.004557
3F236D33,25,1086,0.000937,0.006713
3F236D33,26,2667,0.001648,0.008815
3F236D33,27,1842,0.001745,0.006111
3F236D33,28,1287,0.001964,0.005146
3F236D33,29,3137,0.005385,0.05048
3F236D33,30,1700,0.004441,0.041737
3F236D33,31,823,0.001273,0.005643
3F236D33,32,1206,0.000876,0.00489
3F236D33,33,3174,0.001542,0.00731
3F236D33,34,2221,0.001696,0.008113
3F236D33,35,3238,0.002806,0.022406
3F236D33,36,1481,0.001411,0.007126
3F236D33,37,932,0.001531,0.006972
3F236D33,38,2290,0.004664,0.044687
3F236D33,39,1154,0.001659,0.011001
3F236D33,40,3817,0.002346,0.015468
3F236D33,41,841,0.000892,0.003271
3F236D33,42,1041,0.001836,0.009007
3F236D33,43,2013,0.001683,0.009847
3F236D33,44,3446,0.001197,0.00391
3F236D33,45,3586,0.001971,0.01459
3F236D33,46,3141,0.003144,0.019443
3F236D33,47,1011,0.001172,0.004079
3F236D33,48,2389,0.001172,0.003919
3F236D33,49,2582,0.001929,0.009617
3F236D33,50,3825,0.001483,0.006502
3F236D33,51,629,0.00373,0.01342
3F236D33,52,1660,0.001182,0.006353
3F236D33,53,3314,0.003446,0.023082
3F236D33,54,2347,0.001727,0.009099
3F236D33,55,3639,0.001484,0.00716
3F236D33,56,2591,0.003174,0.0166
3F236D33,57,2878,0.004538,0.045216
3F236D33,58,3184,0.001767,0.009786
3F236D33,59,1856,0.00123,0.004999
3F236D33,60,1811,0.001835,0.006468
3F236D33,61,1727,0.002153,0.012681
3F236D33,62,3967,0.004905,0.048209
3F236D33,63,2632,0.00149,0.00582
3F236D33,64,2343,0.001953,0.011091
3F236D33,65,1912,0.002373,0.013808
3F236D33,66,609,0.001728,0.005481
3F236D33,67,2138,0.001133,0.005722
3F236D33,68,1167,0.001109,0.003184
3F236D33,69,1514,0.002903,0.018003
3F236D33,70,1405,0.001329,0.007699
3F236D33,71,1616,0.000566,0.001665
3F236D33,72,1089,0.001744,0.007701
3F236D33,73,2543,0.002956,0.014742
3F236D33,74,3989,0.005191,0.014156
3F236D33,75,1789,0.003002,0.026178
3F236D33,76,2740,0.003963,0.046124
3F236D33,77,3086,0.001968,0.011632
3F236D33,78,1116,0.002655,0.020016
3F236D33,79,2797,0.000924,0.003622
3F236D33,80,2843,0.00079,0.002583
3F236D33,81,2311,0.001614,0.010532
3F236D33,82,1125,0.003102,0.023677
3F236D33,83,2187,0.001807,0.008337
3F236D33,84,3775,0.001289,0.005814
3F236D33,85,3821,0.001719,0.006007
3F236D33,86,3308,0.002251,0.010402
3F236D33,87,2159,0.001646,0.008217
3F236D33,88,2644,0.000884,0.002835
3F236D33,89,2236,0.001397,0.003232
3F236D33,90,3459,0.001807,0.009987
3F236D33,91,3699,0.001684,0.006282
3F236D33,92,2837,0.001264,0.006057
3F236D33,93,1829,0.001516,0.006867
3F236D33,94,3514,0.001658,0.008841
3F236D33,95,1654,0.003286,0.026746
3F236D33,96,543,0.001846,0.011356
3F236D33,97,581,0.001071,0.003641
3F236D33,98,2469,0.002152,0.012215
3F236D33,99,3639,0.001986,0.009027
