83564879,1,819,0.077601,0.001873,0.009171
83564879,2,855,0.078447,0.007172,0.092423
83564879,3,799,0.071635,0.00441,0.031471
83564879,4,516,0.048171,0.001903,0.010842
83564879,5,907,0.073896,0.056659,5.509508
83564879,6,906,0.097478,0.003245,0.028809
83564879,7,877,0.081655,0.036378,1.654483
83564879,8,660,0.058509,0.014687,0.352906
83564879,9,512,0.047325,0.036422,1.776454
83564879,10,807,0.087638,0.004855,0.020543
83564879,11,896,0.104893,0.015897,0.607163
83564879,12,563,0.055883,0.005934,0.047713
83564879,13,929,0.160172,0.022329,0.609992
83564879,14,682,0.072322,0.005548,0.035011
83564879,15,578,0.055543,0.03087,1.037765
83564879,16,727,0.07594,0.006426,0.070865
83564879,17,650,0.070784,0.014019,0.295607
83564879,18,974,0.101415,0.02262,0.774444
83564879,19,913,0.081753,0.023814,0.772265
83564879,20,737,0.072809,0.010518,0.138622
83564879,21,563,0.054358,0.009182,0.160956
83564879,22,781,0.085031,0.012232,0.244717
83564879,23,762,0.085209,0.022627,0.519974
83564879,24,638,0.062789,0.002574,0.013027
83564879,25,523,0.056323,0.004324,0.042166
83564879,26,664,0.070547,0.016249,0.343568
83564879,27,567,0.351893,0.001505,0.006906
83564879,28,736,0.078704,0.007801,0.069487
83564879,29,962,0.085768,0.045645,2.877224
83564879,30,615,0.061663,0.00358,0.013216
83564879,31,572,0.053028,0.013261,0.241614
83564879,32,746,0.080671,0.015268,0.32728
83564879,33,654,0.089704,0.005637,0.044969
83564879,34,650,0.061808,0.01677,0.308053
83564879,35,920,0.074667,0.026857,1.252156
83564879,36,507,0.358529,0.009879,0.145717
83564879,37,664,0.055893,0.003889,0.031361
83564879,38,581,0.051604,0.024413,0.67504
83564879,39,732,0.067566,0.003972,0.010382
83564879,40,912,0.093264,0.003188,0.01931
83564879,41,746,0.075333,0.003666,0.029753
83564879,42,851,0.08016,0.043656,2.129232
83564879,43,803,0.077229,0.001973,0.009399
83564879,44,698,0.057807,0.045063,2.977183
83564879,45,856,0.41655,0.011376,0.195566
83564879,46,756,0.07836,0.004442,0.038339
83564879,47,943,0.096285,0.001871,0.008924
83564879,48,822,0.074748,0.009403,0.145826
83564879,49,648,0.059026,0.006127,0.074875
83564879,50,597,0.056553,0.001766,0.00913
83564879,51,934,0.094228,0.008568,0.093527
83564879,52,926,0.103307,0.000876,0.002981
83564879,53,500,0.051514,0.01914,0.511648
83564879,54,717,0.064323,0.001594,0.008854
83564879,55,880,0.087387,0.006321,0.068529
83564879,56,760,0.064527,0.043994,2.992359
83564879,57,741,0.068338,0.014713,0.324574
83564879,58,585,0.053247,0.007397,0.097933
83564879,59,932,0.093707,0.002894,0.015028
83564879,60,828,0.085703,0.017588,0.433635
83564879,61,549,0.045918,0.020985,0.6577
83564879,62,868,0.078836,0.01644,0.383511
83564879,63,957,0.093416,0.010152,0.134994
83564879,64,948,0.088385,0.004107,0.024169
83564879,65,637,0.063052,0.008344,0.07774
83564879,66,828,0.08768,0.004503,0.022966
83564879,67,964,0.53501,0.004207,0.026631
83564879,68,605,0.053016,0.017893,0.568633
83564879,69,816,0.079109,0.007553,0.096944
83564879,70,848,0.076321,0.022289,0.652322
83564879,71,809,0.080278,0.009239,0.127709
83564879,72,653,0.056231,0.008567,0.121932
83564879,73,738,0.066606,0.014559,0.315841
83564879,74,867,0.075102,0.010995,0.204261
83564879,75,621,0.048935,0.035795,2.034129
83564879,76,998,0.091746,0.020784,0.615344
83564879,77,978,0.087823,0.030867,1.279072
83564879,78,824,0.072815,0.480224,0.238923
83564879,79,707,0.062154,0.002344,0.01456
83564879,80,667,0.053452,0.020687,0.731464
83564879,81,616,0.056919,0.001351,0.007131
83564879,82,945,0.091312,0.008488,0.130103
83564879,83,664,0.060932,0.009517,0.15688
83564879,84,726,0.061701,0.021874,0.59342
83564879,85,844,0.077153,0.009124,0.124365
83564879,86,814,0.066684,0.055283,3.716519
83564879,87,771,0.063476,0.034681,1.961808
83564879,88,989,0.086857,0.011148,0.184024
83564879,89,554,0.04917,0.020153,0.655826
83564879,90,580,0.050665,0.01274,0.24866
83564879,91,999,0.590566,0.024604,0.918528
83564879,92,945,0.085842,0.005483,0.052284
83564879,93,958,0.092732,0.003524,0.030528
83564879,94,755,0.074254,0.015038,0.322604
83564879,95,686,0.067447,0.017436,0.394486
83564879,96,730,0.066134,0.038055,1.986063
83564879,97,734,0.067491,0.012126,0.164515
83564879,98,668,0.069263,0.001617,0.005487
83564879,99,599,0.057576,0.028819,1.048382
83564879,100,892,0.077302,0.038268,1.820718
