18:57:35,C16CE7ED,openml,5804,36487,optimized,0.8,2.146939,5804,36487,0.8,2.146939,2.146946
18:57:35,C16CE7ED,openml,5909,36567,optimized,0.8,1.724191,5804,36487,0.8,0.072706,1.796911
18:57:35,C16CE7ED,openml,5910,36868,optimized,0.79,1.252902,5804,36487,0.8,0.072866,1.325779
18:57:35,C16CE7ED,openml,5913,43851,optimized,0.71,2.848296,5804,36487,0.8,0.072472,2.920782
18:57:35,C16CE7ED,openml,5914,44102,optimized,0.7,8.086303,5804,36487,0.8,0.077861,8.164186
18:57:35,C16CE7ED,openml,5909,47569,optimized,0.8,1.716327,5804,36487,0.8,0.073748,1.790089
18:57:35,C16CE7ED,openml,5909,47570,optimized,0.8,1.660826,5804,36487,0.8,0.076228,1.737068
18:57:35,C16CE7ED,openml,5909,47571,optimized,0.8,2.341476,5804,36487,0.8,0.082564,2.424049
18:57:35,C16CE7ED,openml,5909,47572,optimized,0.8,2.534702,5804,36487,0.8,0.089401,2.624115
18:57:35,C16CE7ED,openml,5909,47573,optimized,0.8,1.845396,5804,36487,0.8,0.083812,1.929222
18:57:35,C16CE7ED,openml,5909,47574,optimized,0.8,1.776736,5804,36487,0.8,0.076044,1.8528
18:57:35,C16CE7ED,openml,5909,47575,optimized,0.8,1.689292,5804,36487,0.8,0.074721,1.764026
18:57:35,C16CE7ED,openml,5909,47576,optimized,0.8,1.687147,5804,36487,0.8,0.074567,1.761726
18:57:35,C16CE7ED,openml,6269,182594,optimized,0.8,0.24772,5804,36487,0.8,0.069679,0.317412
18:57:35,C16CE7ED,openml,6268,184535,optimized,0.82,0.952047,6268,184535,0.82,0.078935,1.030997
18:57:35,C16CE7ED,openml,6268,215937,optimized,0.81,0.940793,6268,184535,0.82,0.048453,0.989259
18:57:35,C16CE7ED,openml,6268,215938,optimized,0.81,0.937787,6268,184535,0.82,0.043509,0.981311
18:57:35,C16CE7ED,openml,5804,216560,optimized,0.78,0.322094,6268,184535,0.82,0.049935,0.372041
18:57:35,C16CE7ED,openml,5804,216646,optimized,0.8,1.55589,6268,184535,0.82,0.040024,1.595923
18:57:35,C16CE7ED,openml,5804,216682,optimized,0.79,2.02476,6268,184535,0.82,0.044195,2.068964
18:57:35,C16CE7ED,openml,5804,216692,optimized,0.81,2.114263,6268,184535,0.82,0.043813,2.158085
18:57:35,C16CE7ED,openml,5804,216704,optimized,0.79,1.501714,6268,184535,0.82,0.040315,1.542038
18:57:35,C16CE7ED,openml,5804,216706,optimized,0.79,1.754508,6268,184535,0.82,0.043007,1.797524
18:57:35,C16CE7ED,openml,5804,216707,optimized,0.79,2.537462,6268,184535,0.82,0.041357,2.578829
18:57:35,C16CE7ED,openml,5804,216707,optimized,0.79,0.019461,6268,184535,0.82,0.039393,0.058863
18:57:35,C16CE7ED,openml,5804,216708,optimized,0.8,1.981526,6268,184535,0.82,0.042609,2.024143
18:57:35,C16CE7ED,openml,5804,216709,optimized,0.79,1.67226,6268,184535,0.82,0.044403,1.716673
18:57:35,C16CE7ED,openml,5804,216710,optimized,0.78,2.612355,6268,184535,0.82,0.04585,2.658216
18:57:35,C16CE7ED,openml,5804,216721,optimized,0.8,1.664985,6268,184535,0.82,0.048368,1.713365
18:57:35,C16CE7ED,openml,5804,216722,optimized,0.8,1.770222,6268,184535,0.82,0.040927,1.81116
18:57:35,C16CE7ED,openml,5995,216723,optimized,0.72,5.310747,6268,184535,0.82,0.04235,5.353107
18:57:35,C16CE7ED,openml,5804,216724,optimized,0.79,3.491104,6268,184535,0.82,0.048709,3.539823
