19:34:49,3AC39F82,openml,5804,36487,optimized,0.8,1.723429,5804,36487,0.8,1.723429,1.723439
19:34:49,3AC39F82,openml,5909,36567,optimized,0.8,1.724469,5804,36487,0.8,0.077256,1.801738
19:34:49,3AC39F82,openml,5910,36868,optimized,0.79,1.214118,5804,36487,0.8,0.111488,1.325618
19:34:49,3AC39F82,openml,5913,43851,optimized,0.71,2.256423,5804,36487,0.8,0.080038,2.336475
19:34:49,3AC39F82,openml,5914,44102,optimized,0.7,10.197679,5804,36487,0.8,0.076293,10.273997
19:34:49,3AC39F82,openml,5909,47569,optimized,0.8,1.708039,5804,36487,0.8,0.074179,1.782229
19:34:49,3AC39F82,openml,5909,47570,optimized,0.8,1.775098,5804,36487,0.8,0.074598,1.849709
19:34:49,3AC39F82,openml,5909,47571,optimized,0.8,1.769837,5804,36487,0.8,0.078865,1.848718
19:34:49,3AC39F82,openml,5909,47572,optimized,0.8,1.786924,5804,36487,0.8,0.141142,1.92808
19:34:49,3AC39F82,openml,5909,47573,optimized,0.8,1.796993,5804,36487,0.8,0.080451,1.87746
19:34:49,3AC39F82,openml,5909,47574,optimized,0.8,1.860592,5804,36487,0.8,0.073737,1.934342
19:34:49,3AC39F82,openml,5909,47575,optimized,0.8,1.744497,5804,36487,0.8,0.083559,1.828069
19:34:49,3AC39F82,openml,5909,47576,optimized,0.8,1.753128,5804,36487,0.8,0.073172,1.826311
19:34:49,3AC39F82,openml,6269,182594,optimized,0.8,0.246125,5804,36487,0.8,0.070329,0.316464
19:34:49,3AC39F82,openml,6268,184535,optimized,0.82,1.001929,6268,184535,0.82,0.074125,1.07607
19:34:49,3AC39F82,openml,6268,215937,optimized,0.81,0.978743,6268,184535,0.82,0.047843,1.0266
19:34:49,3AC39F82,openml,6268,215938,optimized,0.81,0.949949,6268,184535,0.82,0.046584,0.996548
19:34:49,3AC39F82,openml,5804,216560,optimized,0.78,0.331071,6268,184535,0.82,0.046188,0.377273
19:34:49,3AC39F82,openml,5804,216646,optimized,0.8,1.626086,6268,184535,0.82,0.04458,1.670675
19:34:49,3AC39F82,openml,5804,216682,optimized,0.79,2.021235,6268,184535,0.82,0.045609,2.066854
19:34:49,3AC39F82,openml,5804,216692,optimized,0.81,2.051205,6268,184535,0.82,0.046511,2.097726
19:34:49,3AC39F82,openml,5804,216704,optimized,0.79,1.521231,6268,184535,0.82,0.043854,1.565095
19:34:49,3AC39F82,openml,5804,216706,optimized,0.79,1.70117,6268,184535,0.82,0.044912,1.746092
19:34:49,3AC39F82,openml,5804,216707,optimized,0.79,2.672777,6268,184535,0.82,0.045475,2.718262
19:34:49,3AC39F82,openml,5804,216707,optimized,0.79,0.020953,6268,184535,0.82,0.046412,0.067375
19:34:49,3AC39F82,openml,5804,216708,optimized,0.8,2.143716,6268,184535,0.82,0.050985,2.194716
19:34:49,3AC39F82,openml,5804,216709,optimized,0.79,1.72286,6268,184535,0.82,0.04462,1.76749
19:34:49,3AC39F82,openml,5804,216710,optimized,0.78,2.550563,6268,184535,0.82,0.046647,2.59722
19:34:49,3AC39F82,openml,5804,216721,optimized,0.8,1.675008,6268,184535,0.82,0.043793,1.718811
19:34:49,3AC39F82,openml,5804,216722,optimized,0.8,1.869497,6268,184535,0.82,0.046522,1.91603
19:34:49,3AC39F82,openml,5995,216723,optimized,0.72,5.241188,6268,184535,0.82,0.047126,5.288326
19:34:49,3AC39F82,openml,5804,216724,optimized,0.79,3.459399,6268,184535,0.82,0.044347,3.503757
19:34:49,3AC39F82,openml,5804,217072,optimized,0.8,1.990095,6268,184535,0.82,0.050183,2.040292
19:34:49,3AC39F82,openml,5804,217116,optimized,0.78,1.905165,6268,184535,0.82,0.062542,1.967718
19:34:49,3AC39F82,openml,5804,220204,optimized,0.78,2.09166,6268,184535,0.82,0.048269,2.139943
19:34:49,3AC39F82,openml,6334,298327,optimized,0.8,0.029597,6268,184535,0.82,0.041611,0.071219
19:34:49,3AC39F82,openml,6840,1844809,optimized,0.7,0.036863,6268,184535,0.82,0.045707,0.08258
19:34:49,3AC39F82,openml,6840,1846935,optimized,0.7,0.020442,6268,184535,0.82,0.039913,0.060365
19:34:49,3AC39F82,openml,6840,1846979,optimized,0.7,0.023086,6268,184535,0.82,0.04411,0.067205
19:34:49,3AC39F82,openml,6840,1847182,optimized,0.7,0.019068,6268,184535,0.82,0.04174,0.060817
19:34:49,3AC39F82,openml,6840,1849492,optimized,0.7,0.019486,6268,184535,0.82,0.041738,0.061233
19:34:49,3AC39F82,openml,6840,1852280,optimized,0.7,0.020282,6268,184535,0.82,0.04163,0.061922
19:34:49,3AC39F82,openml,6840,1867697,optimized,0.7,0.019135,6268,184535,0.82,0.048171,0.067315
19:34:49,3AC39F82,openml,6840,1868005,optimized,0.7,0.020628,6268,184535,0.82,0.040924,0.061563
19:34:49,3AC39F82,openml,6840,1868135,optimized,0.7,0.019312,6268,184535,0.82,0.040843,0.060163
19:34:49,3AC39F82,openml,6840,1868388,optimized,0.7,0.019283,6268,184535,0.82,0.041879,0.061171
