13:07:25,939BE4DE,openml,5804,36487,best_n,0.1,1.804627
13:07:25,939BE4DE,openml,5909,36567,best_n,0.1,2.114315
13:07:25,939BE4DE,openml,5910,36868,best_n,0.1,0.674676
13:07:25,939BE4DE,openml,5913,43851,best_n,0.1,0.378762
13:07:25,939BE4DE,openml,5914,44102,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47569,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47570,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47571,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47572,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47573,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47574,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47575,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5909,47576,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6269,182594,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6268,184535,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6268,215937,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6268,215938,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216560,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216646,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216682,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216692,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216704,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216706,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216707,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216707,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216708,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216709,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216710,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216721,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216722,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5995,216723,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,216724,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,217072,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,217116,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,5804,220204,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6334,298327,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6840,1844809,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6840,1846935,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6840,1846979,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6840,1847182,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6840,1849492,best_n,0.1,Failed!
13:07:25,939BE4DE,openml,6840,1852280,best_n,0.1,Failed!
