11:59:06,5F3F2158,openml,5804,36487,best_n,0.1,1.76866
11:59:10,6C92A102,openml,5804,36487,best_n,0.5,1.735599
11:59:15,DFEE9879,openml,5804,36487,best_n,0.9,1.734476
11:59:52,4DCB4FDF,openml,5804,36487,best_n,0.1,1.849221
11:59:52,4DCB4FDF,openml,5909,36567,best_n,0.1,2.101294
11:59:52,4DCB4FDF,openml,5910,36868,best_n,0.1,1.563558
11:59:52,4DCB4FDF,openml,5913,43851,best_n,0.1,2.582996
11:59:52,4DCB4FDF,openml,5914,44102,best_n,0.1,11.146099
11:59:52,4DCB4FDF,openml,5909,47569,best_n,0.1,2.094678
11:59:52,4DCB4FDF,openml,5909,47570,best_n,0.1,2.113164
11:59:52,4DCB4FDF,openml,5909,47571,best_n,0.1,2.10737
11:59:52,4DCB4FDF,openml,5909,47572,best_n,0.1,2.080937
11:59:52,4DCB4FDF,openml,5909,47573,best_n,0.1,2.229701
11:59:52,4DCB4FDF,openml,5909,47574,best_n,0.1,2.130272
11:59:52,4DCB4FDF,openml,5909,47575,best_n,0.1,2.086033
11:59:52,4DCB4FDF,openml,5909,47576,best_n,0.1,2.116541
12:00:36,2FB00CC0,openml,5804,36487,best_n,0.5,1.726669
12:00:36,2FB00CC0,openml,5909,36567,best_n,0.5,2.086381
12:00:36,2FB00CC0,openml,5910,36868,best_n,0.5,1.550357
12:00:36,2FB00CC0,openml,5913,43851,best_n,0.5,2.549845
12:00:36,2FB00CC0,openml,5914,44102,best_n,0.5,9.052849
12:00:36,2FB00CC0,openml,5909,47569,best_n,0.5,2.116022
12:00:36,2FB00CC0,openml,5909,47570,best_n,0.5,2.099914
12:00:36,2FB00CC0,openml,5909,47571,best_n,0.5,2.125006
12:00:36,2FB00CC0,openml,5909,47572,best_n,0.5,2.082542
12:00:36,2FB00CC0,openml,5909,47573,best_n,0.5,2.108613
12:00:36,2FB00CC0,openml,5909,47574,best_n,0.5,2.064585
12:00:36,2FB00CC0,openml,5909,47575,best_n,0.5,2.104662
12:00:36,2FB00CC0,openml,5909,47576,best_n,0.5,1.974843
12:01:16,D1622BF8,openml,5804,36487,best_n,0.9,1.760026
12:01:16,D1622BF8,openml,5909,36567,best_n,0.9,2.088794
12:01:16,D1622BF8,openml,5910,36868,best_n,0.9,1.57723
12:01:16,D1622BF8,openml,5913,43851,best_n,0.9,2.586831
12:01:16,D1622BF8,openml,5914,44102,best_n,0.9,10.80566
12:01:16,D1622BF8,openml,5909,47569,best_n,0.9,2.130144
12:01:16,D1622BF8,openml,5909,47570,best_n,0.9,2.104748
12:01:16,D1622BF8,openml,5909,47571,best_n,0.9,2.100227
12:01:16,D1622BF8,openml,5909,47572,best_n,0.9,2.109257
12:01:16,D1622BF8,openml,5909,47573,best_n,0.9,2.057435
12:01:16,D1622BF8,openml,5909,47574,best_n,0.9,2.110597
12:01:16,D1622BF8,openml,5909,47575,best_n,0.9,2.052765
12:01:16,D1622BF8,openml,5909,47576,best_n,0.9,2.082492
12:01:59,C20BC89D,openml,5804,36487,oracle,0.5,1.791448
12:01:59,C20BC89D,openml,5909,36567,oracle,0.5,2.13268
12:01:59,C20BC89D,openml,5910,36868,oracle,0.5,1.543845
12:01:59,C20BC89D,openml,5913,43851,oracle,0.5,2.50953
12:01:59,C20BC89D,openml,5914,44102,oracle,0.5,10.253772
12:01:59,C20BC89D,openml,5909,47569,oracle,0.5,2.128779
12:01:59,C20BC89D,openml,5909,47570,oracle,0.5,2.10239
12:01:59,C20BC89D,openml,5909,47571,oracle,0.5,2.082202
12:01:59,C20BC89D,openml,5909,47572,oracle,0.5,2.103907
12:01:59,C20BC89D,openml,5909,47573,oracle,0.5,2.094282
12:01:59,C20BC89D,openml,5909,47574,oracle,0.5,2.091868
12:01:59,C20BC89D,openml,5909,47575,oracle,0.5,2.111135
12:01:59,C20BC89D,openml,5909,47576,oracle,0.5,1.926236
