1,kaggle-home-credit,optimized,workload_1,405.016388
1,kaggle-home-credit,baseline,workload_1,375.406148
2,kaggle-home-credit,optimized,workload_1,440.031496
2,kaggle-home-credit,baseline,workload_1,402.901035
3,kaggle-home-credit,optimized,workload_1,424.313898
3,kaggle-home-credit,baseline,workload_1,397.404029
